区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,3999425S7039,ダルベポエチンアルファ（遺伝子組換え）,２０μｇ０．５ｍＬ１筒,,,,ダルベポエチン　アルファ注２０μｇシリンジ「ＫＫＦ」,協和キリンフロンティア,後発品,,,1260,,
注射薬,3999425S8027,ダルベポエチンアルファ（遺伝子組換え）,３０μｇ０．５ｍＬ１筒,,,,ネスプ注射液３０μｇプラシリンジ,協和キリン,,先発品,○,3404,,
注射薬,3999425S8035,ダルベポエチンアルファ（遺伝子組換え）,３０μｇ０．５ｍＬ１筒,,,,ダルベポエチン　アルファ注３０μｇシリンジ「ＫＫＦ」,協和キリンフロンティア,後発品,,,1848,,
注射薬,3999425S9023,ダルベポエチンアルファ（遺伝子組換え）,４０μｇ０．５ｍＬ１筒,,,,ネスプ注射液４０μｇプラシリンジ,協和キリン,,先発品,○,3884,,
注射薬,3999425S9031,ダルベポエチンアルファ（遺伝子組換え）,４０μｇ０．５ｍＬ１筒,,,,ダルベポエチン　アルファ注４０μｇシリンジ「ＫＫＦ」,協和キリンフロンティア,後発品,,,2207,,
注射薬,3999425U1023,ダルベポエチンアルファ（遺伝子組換え）,６０μｇ０．５ｍＬ１筒,,,,ネスプ注射液６０μｇプラシリンジ,協和キリン,,先発品,○,5212,,
注射薬,3999425U1031,ダルベポエチンアルファ（遺伝子組換え）,６０μｇ０．５ｍＬ１筒,,,,ダルベポエチン　アルファ注６０μｇシリンジ「ＫＫＦ」,協和キリンフロンティア,後発品,,,3188,,
注射薬,3999425U2020,ダルベポエチンアルファ（遺伝子組換え）,１２０μｇ０．５ｍＬ１筒,,,,ネスプ注射液１２０μｇプラシリンジ,協和キリン,,先発品,○,8615,,
注射薬,3999425U2038,ダルベポエチンアルファ（遺伝子組換え）,１２０μｇ０．５ｍＬ１筒,,,,ダルベポエチン　アルファ注１２０μｇシリンジ「ＫＫＦ」,協和キリンフロンティア,後発品,,,5710,,
注射薬,3999425U3026,ダルベポエチンアルファ（遺伝子組換え）,１８０μｇ０．５ｍＬ１筒,,,,ネスプ注射液１８０μｇプラシリンジ,協和キリン,,先発品,○,11281,,
注射薬,3999425U3034,ダルベポエチンアルファ（遺伝子組換え）,１８０μｇ０．５ｍＬ１筒,,,,ダルベポエチン　アルファ注１８０μｇシリンジ「ＫＫＦ」,協和キリンフロンティア,後発品,,,7647,,
注射薬,3999425U4022,ダルベポエチンアルファ（遺伝子組換え）,５μｇ０．５ｍＬ１筒,,,,ネスプ注射液５μｇプラシリンジ,協和キリン,,先発品,○,800,,
注射薬,3999425U4030,ダルベポエチンアルファ（遺伝子組換え）,５μｇ０．５ｍＬ１筒,,,,ダルベポエチン　アルファ注５μｇシリンジ「ＫＫＦ」,協和キリンフロンティア,後発品,,,412,,
注射薬,3999426G3027,アダリムマブ（遺伝子組換え）,４０ｍｇ０．４ｍＬ１筒,,,,ヒュミラ皮下注４０ｍｇシリンジ０．４ｍＬ,アッヴィ,,先発品,○,46856,,
注射薬,3999426G4023,アダリムマブ（遺伝子組換え）,８０ｍｇ０．８ｍＬ１筒,,,,ヒュミラ皮下注８０ｍｇシリンジ０．８ｍＬ,アッヴィ,,先発品,○,88274,,
注射薬,3999426G5020,アダリムマブ（遺伝子組換え）,４０ｍｇ０．４ｍＬ１キット,,,,ヒュミラ皮下注４０ｍｇペン０．４ｍＬ,アッヴィ,,先発品,○,40275,,
注射薬,3999426G6026,アダリムマブ（遺伝子組換え）,８０ｍｇ０．８ｍＬ１キット,,,,ヒュミラ皮下注８０ｍｇペン０．８ｍＬ,アッヴィ,,先発品,○,83873,,
注射薬,3999426G7022,アダリムマブ（遺伝子組換え）,２０ｍｇ０．２ｍＬ１筒,,,,ヒュミラ皮下注２０ｍｇシリンジ０．２ｍＬ,アッヴィ,,先発品,○,22761,,
注射薬,3999427A1026,エポエチンカッパ（遺伝子組換え）［エポエチンアルファ後続１］,７５０国際単位０．５ｍＬ１瓶,,,,エポエチンアルファＢＳ注７５０「ＪＣＲ」,ＪＣＲファーマ,★,,,761,,
注射薬,3999427G1029,エポエチンカッパ（遺伝子組換え）［エポエチンアルファ後続１］,７５０国際単位０．５ｍＬ１筒,,,,エポエチンアルファＢＳ注７５０シリンジ「ＪＣＲ」,ＪＣＲファーマ,後発品,,,485,,
注射薬,3999427G2025,エポエチンカッパ（遺伝子組換え）［エポエチンアルファ後続１］,１，５００国際単位１ｍＬ１筒,,,,エポエチンアルファＢＳ注１５００シリンジ「ＪＣＲ」,ＪＣＲファーマ,後発品,,,485,,
注射薬,3999427G3021,エポエチンカッパ（遺伝子組換え）［エポエチンアルファ後続１］,３，０００国際単位２ｍＬ１筒,,,,エポエチンアルファＢＳ注３０００シリンジ「ＪＣＲ」,ＪＣＲファーマ,後発品,,,845,,
注射薬,3999429D1021,アバタセプト（遺伝子組換え）,２５０ｍｇ１瓶,,,,オレンシア点滴静注用２５０ｍｇ,ブリストル・マイヤーズ　スクイブ,,先発品,,32840,,
注射薬,3999429G1028,アバタセプト（遺伝子組換え）,１２５ｍｇ１ｍＬ１筒,,,,オレンシア皮下注１２５ｍｇシリンジ１ｍＬ,ブリストル・マイヤーズ　スクイブ,,先発品,,22113,,
注射薬,3999429G2024,アバタセプト（遺伝子組換え）,１２５ｍｇ１ｍＬ１キット,,,,オレンシア皮下注１２５ｍｇオートインジェクター１ｍＬ,ブリストル・マイヤーズ　スクイブ,,先発品,,19068,,
注射薬,3999430D1024,ロミプロスチム（遺伝子組換え）,２５０μｇ１瓶,,,,ロミプレート皮下注２５０μｇ調製用,協和キリン,,先発品,,40563,,
注射薬,3999431A1022,ウステキヌマブ（遺伝子組換え）,１３０ｍｇ２６ｍＬ１瓶,,,,ステラーラ点滴静注１３０ｍｇ,ヤンセンファーマ,,先発品,,178043,,
注射薬,3999431G1025,ウステキヌマブ（遺伝子組換え）,４５ｍｇ０．５ｍＬ１筒,,,,ステラーラ皮下注４５ｍｇシリンジ,ヤンセンファーマ,,先発品,○,192647,,
注射薬,3999432G1020,エポエチン　ベータ　ペゴル（遺伝子組換え）,２５μｇ０．３ｍＬ１筒,,,,ミルセラ注シリンジ２５μｇ,中外製薬,,先発品,,3959,,
注射薬,3999432G2026,エポエチン　ベータ　ペゴル（遺伝子組換え）,５０μｇ０．３ｍＬ１筒,,,,ミルセラ注シリンジ５０μｇ,中外製薬,,先発品,,6606,,
注射薬,3999432G3022,エポエチン　ベータ　ペゴル（遺伝子組換え）,７５μｇ０．３ｍＬ１筒,,,,ミルセラ注シリンジ７５μｇ,中外製薬,,先発品,,9012,,
注射薬,3999432G4029,エポエチン　ベータ　ペゴル（遺伝子組換え）,１００μｇ０．３ｍＬ１筒,,,,ミルセラ注シリンジ１００μｇ,中外製薬,,先発品,,10443,,
注射薬,3999432G5025,エポエチン　ベータ　ペゴル（遺伝子組換え）,１５０μｇ０．３ｍＬ１筒,,,,ミルセラ注シリンジ１５０μｇ,中外製薬,,先発品,,13798,,
注射薬,3999432G6021,エポエチン　ベータ　ペゴル（遺伝子組換え）,２００μｇ０．３ｍＬ１筒,,,,ミルセラ注シリンジ２００μｇ,中外製薬,,先発品,,17356,,
注射薬,3999432G7028,エポエチン　ベータ　ペゴル（遺伝子組換え）,２５０μｇ０．３ｍＬ１筒,,,,ミルセラ注シリンジ２５０μｇ,中外製薬,,先発品,,20819,,
注射薬,3999432G8024,エポエチン　ベータ　ペゴル（遺伝子組換え）,１２．５μｇ０．３ｍＬ１筒,,,,ミルセラ注シリンジ１２．５μｇ,中外製薬,,先発品,,2194,,
注射薬,3999433G1024,ゴリムマブ（遺伝子組換え）,５０ｍｇ０．５ｍＬ１筒,,,,シンポニー皮下注５０ｍｇシリンジ,ヤンセンファーマ,,先発品,,108577,,
注射薬,3999433G2020,ゴリムマブ（遺伝子組換え）,５０ｍｇ０．５ｍＬ１キット,,,,シンポニー皮下注５０ｍｇオートインジェクター,ヤンセンファーマ,,先発品,,100813,,
注射薬,3999434A1026,カナキヌマブ（遺伝子組換え）,１５０ｍｇ１ｍＬ１瓶,,,,イラリス皮下注射液１５０ｍｇ,ノバルティス　ファーマ,,先発品,,1144556,,
注射薬,3999435A1020,デノスマブ（遺伝子組換え）,１２０ｍｇ１．７ｍＬ１瓶,,,,ランマーク皮下注１２０ｍｇ,第一三共,,先発品,,42706,,
注射薬,3999435G1023,デノスマブ（遺伝子組換え）,６０ｍｇ１ｍＬ１筒,,,,プラリア皮下注６０ｍｇシリンジ,第一三共,,先発品,,24466,,
注射薬,3999435G2020,デノスマブ（遺伝子組換え）,１２０ｍｇ１ｍＬ１筒,,,,ランマークＨＩ皮下注１２０ｍｇシリンジ１．０ｍＬ,第一三共,,先発品,,44390,,
注射薬,3999435G3026,デノスマブ（遺伝子組換え）,６０ｍｇ０．５ｍＬ１筒,,,,プラリアＨＩ皮下注６０ｍｇシリンジ０．５ｍＬ,第一三共,,先発品,,24466,,
注射薬,3999436G1028,レボカルニチン,１，０００ｍｇ５ｍＬ１筒,,,,エルカルチンＦＦ静注１０００ｍｇシリンジ,大塚製薬,,先発品,○,772,,
注射薬,3999436G1036,レボカルニチン,１，０００ｍｇ５ｍＬ１筒,,,,レボカルニチンＦＦ静注１０００ｍｇシリンジ「トーワ」,東和薬品,後発品,,,358,,
注射薬,3999436G1044,レボカルニチン,１，０００ｍｇ５ｍＬ１筒,,,,レボカルニチンＦＦ静注１０００ｍｇシリンジ「ニプロ」,ニプロ,後発品,,,341,,
注射薬,3999436G1052,レボカルニチン,１，０００ｍｇ５ｍＬ１筒,,,,レボカルニチンＦＦ静注１０００ｍｇシリンジ「フソー」,扶桑薬品工業,後発品,,,372,,
注射薬,3999437G1022,セルトリズマブ　ペゴル（遺伝子組換え）,２００ｍｇ１ｍＬ１筒,,,,シムジア皮下注２００ｍｇシリンジ,ユーシービージャパン,,先発品,,52943,,
注射薬,3999437G2029,セルトリズマブ　ペゴル（遺伝子組換え）,２００ｍｇ１ｍＬ１キット,,,,シムジア皮下注２００ｍｇオートクリックス,ユーシービージャパン,,先発品,,53942,,
注射薬,3999438G1027,イバンドロン酸ナトリウム水和物,１ｍｇ１ｍＬ１筒,,,,ボンビバ静注１ｍｇシリンジ,大正製薬,,先発品,○,3204,,
注射薬,3999438G1035,イバンドロン酸ナトリウム水和物,１ｍｇ１ｍＬ１筒,,,,イバンドロン酸静注１ｍｇシリンジ「ＨＫ」,シオノケミカル,後発品,,,1776,,
注射薬,3999438G1043,イバンドロン酸ナトリウム水和物,１ｍｇ１ｍＬ１筒,,,,イバンドロン酸静注１ｍｇシリンジ「ＶＴＲＳ」,ブリオファーマ,後発品,,,1682,,
注射薬,3999438G1051,イバンドロン酸ナトリウム水和物,１ｍｇ１ｍＬ１筒,,,,イバンドロン酸静注１ｍｇシリンジ「サワイ」,沢井製薬,後発品,,,1639,,
注射薬,3999438G1060,イバンドロン酸ナトリウム水和物,１ｍｇ１ｍＬ１筒,,,,イバンドロン酸静注１ｍｇシリンジ「トーワ」,東和薬品,後発品,,,1515,,
注射薬,3999439G2028,セクキヌマブ（遺伝子組換え）,１５０ｍｇ１ｍＬ１キット,,,,コセンティクス皮下注１５０ｍｇペン,ノバルティス　ファーマ,,先発品,,71469,,
注射薬,3999439G3024,セクキヌマブ（遺伝子組換え）,７５ｍｇ０．５ｍＬ１筒,,,,コセンティクス皮下注７５ｍｇシリンジ,ノバルティス　ファーマ,,先発品,,40144,,
注射薬,3999439G4020,セクキヌマブ（遺伝子組換え）,３００ｍｇ２ｍＬ１キット,,,,コセンティクス皮下注３００ｍｇペン,ノバルティス　ファーマ,,先発品,,138249,,
注射薬,3999440G1024,グラチラマー酢酸塩,２０ｍｇ１ｍＬ１筒,,,,コパキソン皮下注２０ｍｇシリンジ,Ｔ’ｓファーマ,,先発品,,5134,,
注射薬,3999441G1029,ブロダルマブ（遺伝子組換え）,２１０ｍｇ１．５ｍＬ１筒,,,,ルミセフ皮下注２１０ｍｇシリンジ,協和キリン,,先発品,,74513,,
注射薬,3999441G2025,ブロダルマブ（遺伝子組換え）,２１０ｍｇ１．５ｍＬ１キット,,,,ルミセフ皮下注２１０ｍｇペン,協和キリン,,先発品,,73508,,
注射薬,3999442G2020,イキセキズマブ（遺伝子組換え）,８０ｍｇ１ｍＬ１キット,,,,トルツ皮下注８０ｍｇオートインジェクター,日本イーライリリー,,先発品,,148952,,
注射薬,3999443A1025,エテルカルセチド塩酸塩,２．５ｍｇ２ｍＬ１瓶,,,,パーサビブ静注透析用２．５ｍｇ,小野薬品工業,,先発品,,673,,
注射薬,3999443A2021,エテルカルセチド塩酸塩,５ｍｇ２ｍＬ１瓶,,,,パーサビブ静注透析用５ｍｇ,小野薬品工業,,先発品,,1018,,
注射薬,3999443A3028,エテルカルセチド塩酸塩,１０ｍｇ２ｍＬ１瓶,,,,パーサビブ静注透析用１０ｍｇ,小野薬品工業,,先発品,,1513,,
注射薬,3999443G1028,エテルカルセチド塩酸塩,２．５ｍｇ２ｍＬ１筒,,,,パーサビブ静注透析用シリンジ２．５ｍｇ,小野薬品工業,,先発品,,742,,
注射薬,3999443G2024,エテルカルセチド塩酸塩,５ｍｇ２ｍＬ１筒,,,,パーサビブ静注透析用シリンジ５ｍｇ,小野薬品工業,,先発品,,1071,,
注射薬,3999443G3020,エテルカルセチド塩酸塩,１０ｍｇ２ｍＬ１筒,,,,パーサビブ静注透析用シリンジ１０ｍｇ,小野薬品工業,,先発品,,1548,,
注射薬,3999444G1022,サリルマブ（遺伝子組換え）,１５０ｍｇ１．１４ｍＬ１筒,,,,ケブザラ皮下注１５０ｍｇシリンジ,サノフィ,,先発品,,34860,,
注射薬,3999444G2029,サリルマブ（遺伝子組換え）,２００ｍｇ１．１４ｍＬ１筒,,,,ケブザラ皮下注２００ｍｇシリンジ,サノフィ,,先発品,,46241,,
注射薬,3999444G3025,サリルマブ（遺伝子組換え）,１５０ｍｇ１．１４ｍＬ１キット,,,,ケブザラ皮下注１５０ｍｇオートインジェクター,サノフィ,,先発品,,34444,,
注射薬,3999444G4021,サリルマブ（遺伝子組換え）,２００ｍｇ１．１４ｍＬ１キット,,,,ケブザラ皮下注２００ｍｇオートインジェクター,サノフィ,,先発品,,45596,,
注射薬,3999445D1020,ベリムマブ（遺伝子組換え）,１２０ｍｇ１瓶,,,,ベンリスタ点滴静注用１２０ｍｇ,グラクソ・スミスクライン,,先発品,,16134,,
注射薬,3999445D2027,ベリムマブ（遺伝子組換え）,４００ｍｇ１瓶,,,,ベンリスタ点滴静注用４００ｍｇ,グラクソ・スミスクライン,,先発品,,54609,,
注射薬,3999445G1027,ベリムマブ（遺伝子組換え）,２００ｍｇ１ｍＬ１筒,,,,ベンリスタ皮下注２００ｍｇシリンジ,グラクソ・スミスクライン,,先発品,,24994,,
注射薬,3999445G2023,ベリムマブ（遺伝子組換え）,２００ｍｇ１ｍＬ１キット,,,,ベンリスタ皮下注２００ｍｇオートインジェクター,グラクソ・スミスクライン,,先発品,,26873,,
注射薬,3999446A1029,グセルクマブ（遺伝子組換え）,２００ｍｇ２０ｍＬ１瓶,,,,トレムフィア点滴静注２００ｍｇ,ヤンセンファーマ,,先発品,,251447,,
注射薬,3999446G1021,グセルクマブ（遺伝子組換え）,１００ｍｇ１ｍＬ１筒,,,,トレムフィア皮下注１００ｍｇシリンジ,ヤンセンファーマ,,先発品,,325040,,
注射薬,3999446G2028,グセルクマブ（遺伝子組換え）,２００ｍｇ２ｍＬ１筒,,,,トレムフィア皮下注２００ｍｇシリンジ,ヤンセンファーマ,,先発品,,339701,,
注射薬,3999446G3024,グセルクマブ（遺伝子組換え）,２００ｍｇ２ｍＬ１キット,,,,トレムフィア皮下注２００ｍｇペン,ヤンセンファーマ,,先発品,,339253,,
注射薬,3999447D1020,コンドリアーゼ,１．２５単位１瓶,,,,ヘルニコア椎間板注用１．２５単位,生化学工業,,先発品,,83189,,
注射薬,3999448D1024,エタネルセプト（遺伝子組換え）［エタネルセプト後続１］,１０ｍｇ１瓶,,,,エタネルセプトＢＳ皮下注用１０ｍｇ「ＭＡ」,持田製薬,後発品,,,4335,,
注射薬,3999448D2020,エタネルセプト（遺伝子組換え）［エタネルセプト後続１］,２５ｍｇ１瓶,,,,エタネルセプトＢＳ皮下注用２５ｍｇ「ＭＡ」,持田製薬,後発品,,,5331,,
