区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,3959413A1029,イデュルスルファーゼ（遺伝子組換え）,６ｍｇ３ｍＬ１瓶,,,,エラプレース点滴静注液６ｍｇ,サノフィ,,先発品,,277520,,
注射薬,3959414A1023,ガルスルファーゼ（遺伝子組換え）,５ｍｇ５ｍＬ１瓶,,,,ナグラザイム点滴静注液５ｍｇ,ＢｉｏＭａｒｉｎ　Ｐｈａｒｍａｃｅｕｔｉｃａｌ　Ｊａｐａｎ,,先発品,,268320,,
注射薬,3959415F1025,ラスブリカーゼ（遺伝子組換え）,１．５ｍｇ１瓶（溶解液付）,,,,ラスリテック点滴静注用１．５ｍｇ,サノフィ,,先発品,,6775,,
注射薬,3959415F2021,ラスブリカーゼ（遺伝子組換え）,７．５ｍｇ１瓶（溶解液付）,,,,ラスリテック点滴静注用７．５ｍｇ,サノフィ,,先発品,,27659,,
注射薬,3959416F1020,ベラグルセラーゼ　アルファ（遺伝子組換え）,４００単位１瓶,,,,ビプリブ点滴静注用４００単位,武田薬品工業,,先発品,,305550,,
注射薬,3959417A1027,エロスルファーゼ　アルファ（遺伝子組換え）,５ｍｇ５ｍＬ１瓶,,,,ビミジム点滴静注液５ｍｇ,ＢｉｏＭａｒｉｎ　Ｐｈａｒｍａｃｅｕｔｉｃａｌ　Ｊａｐａｎ,,先発品,,132314,,
注射薬,3959418A1021,アスホターゼ　アルファ（遺伝子組換え）,１２ｍｇ０．３ｍＬ１瓶,,,,ストレンジック皮下注１２ｍｇ／０．３ｍＬ,アレクシオンファーマ,,先発品,,134301,,
注射薬,3959418A2028,アスホターゼ　アルファ（遺伝子組換え）,１８ｍｇ０．４５ｍＬ１瓶,,,,ストレンジック皮下注１８ｍｇ／０．４５ｍＬ,アレクシオンファーマ,,先発品,,201451,,
注射薬,3959418A3024,アスホターゼ　アルファ（遺伝子組換え）,２８ｍｇ０．７ｍＬ１瓶,,,,ストレンジック皮下注２８ｍｇ／０．７ｍＬ,アレクシオンファーマ,,先発品,,313369,,
注射薬,3959418A4020,アスホターゼ　アルファ（遺伝子組換え）,４０ｍｇ１ｍＬ１瓶,,,,ストレンジック皮下注４０ｍｇ／１ｍＬ,アレクシオンファーマ,,先発品,,447669,,
注射薬,3959418A5027,アスホターゼ　アルファ（遺伝子組換え）,８０ｍｇ０．８ｍＬ１瓶,,,,ストレンジック皮下注８０ｍｇ／０．８ｍＬ,アレクシオンファーマ,,先発品,,895340,,
注射薬,3959419A1026,セベリパーゼ　アルファ（遺伝子組換え）,２０ｍｇ１０ｍＬ１瓶,,,,カヌマ点滴静注液２０ｍｇ,アレクシオンファーマ,,先発品,,1301517,,
注射薬,3959420A1029,アガルシダーゼベータ（遺伝子組換え）［アガルシダーゼベータ後続１］,５ｍｇ１瓶,,,,アガルシダーゼ　ベータＢＳ点滴静注５ｍｇ「ＪＣＲ」,ＪＣＲファーマ,後発品,,,68796,,
注射薬,3959420A2025,アガルシダーゼベータ（遺伝子組換え）［アガルシダーゼベータ後続１］,３５ｍｇ１瓶,,,,アガルシダーゼ　ベータＢＳ点滴静注３５ｍｇ「ＪＣＲ」,ＪＣＲファーマ,後発品,,,389144,,
注射薬,3959421A1023,エラペグアデマーゼ（遺伝子組換え）,２．４ｍｇ１．５ｍＬ１瓶,,,,レブコビ筋注２．４ｍｇ,帝人ファーマ,,先発品,,862022,,
注射薬,3959422A1028,セルリポナーゼ　アルファ（遺伝子組換え）,１５０ｍｇ５ｍＬ１瓶,,,,ブリニューラ脳室内注射液１５０ｍｇ,ＢｉｏＭａｒｉｎ　Ｐｈａｒｍａｃｅｕｔｉｃａｌ　Ｊａｐａｎ,,先発品,,1327645,,
注射薬,3959423A1022,イデュルスルファーゼ　ベータ（遺伝子組換え）,１５ｍｇ１ｍＬ１瓶,,,,ヒュンタラーゼ脳室内注射液１５ｍｇ,クリニジェン,,先発品,,1981462,,
注射薬,3959424D1023,パビナフスプ　アルファ（遺伝子組換え）,１０ｍｇ１瓶,,,,イズカーゴ点滴静注用１０ｍｇ,ＪＣＲファーマ,,先発品,,251030,,
注射薬,3959425D1028,アバルグルコシダーゼ　アルファ（遺伝子組換え）,１００ｍｇ１瓶,,,,ネクスビアザイム点滴静注用１００ｍｇ,サノフィ,,先発品,,196940,,
注射薬,3959426D1022,オリプダーゼ　アルファ（遺伝子組換え）,２０ｍｇ１瓶,,,,ゼンフォザイム点滴静注用２０ｍｇ,サノフィ,,先発品,,570420,,
注射薬,3959427A1020,ベストロニダーゼ　アルファ（遺伝子組換え）,１０ｍｇ５ｍＬ１瓶,,,,メプセヴィ点滴静注液１０ｍｇ,Ｕｌｔｒａｇｅｎｙｘ　Ｊａｐａｎ,,先発品,,259932,,
注射薬,3959428D1021,シパグルコシダーゼ　アルファ（遺伝子組換え）,１０５ｍｇ１瓶,,,,ポムビリティ点滴静注用１０５ｍｇ,アミカス・セラピューティクス,,先発品,,204251,,
注射薬,3969500G1029,インスリン　デグルデク（遺伝子組換え）・リラグルチド（遺伝子組換え）,１キット,,,,ゾルトファイ配合注　フレックスタッチ,ノボ　ノルディスク　ファーマ,,先発品,,3404,,
注射薬,3969501G1023,インスリングラルギン（遺伝子組換え）・リキシセナチド,１キット,,,,ソリクア配合注ソロスター,サノフィ,,先発品,,4195,,
注射薬,3991400A4133,コンドロイチン硫酸エステルナトリウム,１％２０ｍＬ１管,,,,コンドロイチン硫酸ナトリウム注射液２００ｍｇ「日医工」,日医工,後発品,,,63,,
注射薬,3992400A1085,アデノシン三リン酸二ナトリウム水和物,１０ｍｇ１管,,,,ＡＴＰ注１０ｍｇ「イセイ」,コーアイセイ,後発品,,,63,,
注射薬,3992400A1123,アデノシン三リン酸二ナトリウム水和物,１０ｍｇ１管,,,,アデホス－Ｌコーワ注１０ｍｇ,興和,,,,68,,
注射薬,3992400A2090,アデノシン三リン酸二ナトリウム水和物,２０ｍｇ１管,,,,ＡＴＰ注２０ｍｇ「イセイ」,コーアイセイ,後発品,,,63,,
注射薬,3992400A2138,アデノシン三リン酸二ナトリウム水和物,２０ｍｇ１管,,,,アデホス－Ｌコーワ注２０ｍｇ,興和,,,,69,,
注射薬,3992400A3045,アデノシン三リン酸二ナトリウム水和物,４０ｍｇ１管,,,,アデホス－Ｌコーワ注４０ｍｇ,興和,,,,70,,
注射薬,3999401A1200,エルカトニン,４０エルカトニン単位１ｍＬ１管,,,,エルシトニン注４０単位,旭化成セラピューティクス,,先発品,○,344,,
注射薬,3999401A1226,エルカトニン,４０エルカトニン単位１ｍＬ１管,,,,エルカトニン注４０単位「ＴＢＰ」,東菱薬品工業,後発品,,,229,,
注射薬,3999401A2028,エルカトニン,１０エルカトニン単位１ｍＬ１管,,,,エルシトニン注１０単位,旭化成セラピューティクス,,先発品,○,95,,
注射薬,3999401A2290,エルカトニン,１０エルカトニン単位１ｍＬ１管,,,,エルカトニン筋注１０単位「ＴＢＰ」,東菱薬品工業,後発品,,,63,,
注射薬,3999401A3024,エルカトニン,２０エルカトニン単位１ｍＬ１管,,,,エルシトニン注２０Ｓ,旭化成セラピューティクス,,先発品,○,134,,
注射薬,3999401A3180,エルカトニン,２０エルカトニン単位１ｍＬ１管,,,,エルカトニン筋注２０単位「ＴＢＰ」,東菱薬品工業,後発品,,,89,,
注射薬,3999401G2020,エルカトニン,２０エルカトニン単位１ｍＬ１筒,,,,エルシトニン注２０Ｓディスポ,旭化成セラピューティクス,,先発品,,659,,
注射薬,3999403D1019,ガベキサートメシル酸塩,１００ｍｇ１瓶,,,,ガベキサートメシル酸塩１００ｍｇ注射用,,,,,179,,
注射薬,3999403D1221,ガベキサートメシル酸塩,１００ｍｇ１瓶,,,,注射用エフオーワイ１００,丸石製薬,,先発品,,179,,
注射薬,3999403D1310,ガベキサートメシル酸塩,１００ｍｇ１瓶,,,,ガベキサートメシル酸塩注射用１００ｍｇ「タカタ」,高田製薬,,,,179,,
注射薬,3999403D2015,ガベキサートメシル酸塩,５００ｍｇ１瓶,,,,ガベキサートメシル酸塩５００ｍｇ注射用,,,,,483,,
注射薬,3999403D2023,ガベキサートメシル酸塩,５００ｍｇ１瓶,,,,注射用エフオーワイ５００,丸石製薬,,先発品,,486,,
注射薬,3999403D2120,ガベキサートメシル酸塩,５００ｍｇ１瓶,,,,ガベキサートメシル酸塩注射用５００ｍｇ「タカタ」,高田製薬,,,,486,,
注射薬,3999405A2077,ウリナスタチン,５０，０００単位１ｍＬ１管,,,,ミラクリッド注射液５万単位,持田製薬,,先発品,,790,,
注射薬,3999405A3073,ウリナスタチン,１００，０００単位２ｍＬ１管,,,,ミラクリッド注射液１０万単位,持田製薬,,先発品,,1393,,
注射薬,3999406A1032,シクロスポリン,５％５ｍＬ１管,,,,サンディミュン点滴静注用２５０ｍｇ,ノバルティス　ファーマ,,先発品,,1973,,
注射薬,3999407D1181,ナファモスタットメシル酸塩,１０ｍｇ１瓶,,,,注射用フサン１０,日医工,,先発品,,336,,
注射薬,3999407D1270,ナファモスタットメシル酸塩,１０ｍｇ１瓶,,,,ナファモスタット注射用１０ｍｇ「ＳＷ」,沢井製薬,,,,336,,
注射薬,3999407D1297,ナファモスタットメシル酸塩,１０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注用１０ｍｇ「トーワ」,東和薬品,,,,299,,
注射薬,3999407D1327,ナファモスタットメシル酸塩,１０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１０ｍｇ「ＡＹ」,陽進堂ホールディングス,,,,299,,
注射薬,3999407D1343,ナファモスタットメシル酸塩,１０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１０ｍｇ「ＮＩＧ」,日医工岐阜工場,,,,336,,
注射薬,3999407D1351,ナファモスタットメシル酸塩,１０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１０ｍｇ「ＹＤ」,陽進堂ホールディングス,,,,299,,R8.4.15収載
注射薬,3999407D2021,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,注射用フサン５０,日医工,,先発品,,715,,
注射薬,3999407D2285,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,ナファモスタット注射用５０ｍｇ「ＳＷ」,沢井製薬,,,,650,,
注射薬,3999407D2307,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注用５０ｍｇ「トーワ」,東和薬品,,,,715,,
注射薬,3999407D2331,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用５０ｍｇ「ＡＹ」,陽進堂ホールディングス,,,,650,,
注射薬,3999407D2358,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用５０ｍｇ「ＮＩＧ」,日医工岐阜工場,,,,715,,
注射薬,3999407D2366,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用５０ｍｇ「ＹＤ」,陽進堂ホールディングス,,,,650,,R8.4.15収載
注射薬,3999407D3176,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１００ｍｇ「ＡＹ」,陽進堂ホールディングス,,,,841,,
注射薬,3999407D3192,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１００ｍｇ「ＮＩＧ」,日医工岐阜工場,,,,1138,,
注射薬,3999407D3206,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１００ｍｇ「ＹＤ」,陽進堂ホールディングス,,,,841,,R8.4.15収載
注射薬,3999407D4032,ナファモスタットメシル酸塩,１５０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１５０ｍｇ「ＡＹ」,陽進堂ホールディングス,,,,1862,,
注射薬,3999407D4040,ナファモスタットメシル酸塩,１５０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１５０ｍｇ「ＹＤ」,陽進堂ホールディングス,,,,1862,,R8.4.15収載
注射薬,3999408A1295,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,局,,,ヒアルロン酸ナトリウム関節注２５ｍｇ「日医工」,日医工,後発品,,,258,,
注射薬,3999408A1309,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇ「日新」,日新製薬（山形）,後発品,,,258,,
注射薬,3999408G1247,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,アルツディスポ関節注２５ｍｇ,生化学工業,,先発品,○,663,,
注射薬,3999408G1395,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「ＮＰ」,ニプロ,後発品,,,600,,
注射薬,3999408G1433,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「トーワ」,東和薬品,後発品,,,393,R9.3.31まで,
注射薬,3999408G1441,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,600,,
注射薬,3999408G1450,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「ツルハラ」,鶴原製薬,後発品,,,600,,
注射薬,3999408G1468,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「ＮＩＧ」,日医工岐阜工場,後発品,,,288,,
注射薬,3999409A2032,Ｌ－グルタミン酸Ｌ－アルギニン,１０％２００ｍＬ１袋,,,,アルギメート点滴静注１０％,陽進堂ホールディングス,,,,559,,
注射薬,3999411A1068,オザグレルナトリウム,２０ｍｇ２ｍＬ１管,局,,,オザグレルＮａ静注液２０ｍｇ「日医工」,日医工,後発品,,,312,,
注射薬,3999411A2056,オザグレルナトリウム,８０ｍｇ８ｍＬ１管,局,,,オザグレルＮａ静注液８０ｍｇ「日医工」,日医工,後発品,,,636,,
注射薬,3999411A3079,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,局,,,オザグレルＮａ点滴静注液２０ｍｇ「ケミファ」,日本薬品工業,後発品,,,182,,
注射薬,3999411A3087,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,局,,,オザグレルＮａ点滴静注２０ｍｇ「ＩＰ」,ネオクリティケア製薬,後発品,,,175,R9.3.31まで,
注射薬,3999411A3095,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,局,,,オザグレルＮａ点滴静注液２０ｍｇ「トーワ」,東和薬品,後発品,,,320,,
注射薬,3999411A4075,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ点滴静注液８０ｍｇ「ケミファ」,日本薬品工業,後発品,,,635,,
注射薬,3999411A4083,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ点滴静注８０ｍｇ「ＩＰ」,ネオクリティケア製薬,後発品,,,607,R9.3.31まで,
注射薬,3999411A4091,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ点滴静注液８０ｍｇ「トーワ」,東和薬品,後発品,,,641,,
注射薬,3999411A6078,オザグレルナトリウム,４０ｍｇ２ｍＬ１管,局,,,オザグレルＮａ点滴静注液４０ｍｇ「ケミファ」,日本薬品工業,後発品,,,530,,
注射薬,3999411A6086,オザグレルナトリウム,４０ｍｇ２ｍＬ１管,局,,,オザグレルＮａ点滴静注４０ｍｇ「ＩＰ」,ネオクリティケア製薬,後発品,,,349,R9.3.31まで,
注射薬,3999411A6094,オザグレルナトリウム,４０ｍｇ２ｍＬ１管,局,,,オザグレルＮａ点滴静注液４０ｍｇ「トーワ」,東和薬品,後発品,,,355,,
注射薬,3999411A9042,オザグレルナトリウム,４０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ静注液４０ｍｇ「日医工」,日医工,後発品,,,338,,
注射薬,3999411D1196,オザグレルナトリウム,２０ｍｇ１瓶,局,,,オザグレルＮａ注射用２０ｍｇ「ＳＷ」,沢井製薬,後発品,,,176,,
注射薬,3999411D2079,オザグレルナトリウム,４０ｍｇ１瓶,局,,,オザグレルＮａ注射用４０ｍｇ「ＳＷ」,沢井製薬,後発品,,,346,,
注射薬,3999411G1044,オザグレルナトリウム,２０ｍｇ０．５ｍＬ１筒,局,,,オザグレルＮａ点滴静注２０ｍｇシリンジ「ＮＩＧ」,日医工岐阜工場,後発品,,,515,,
注射薬,3999411G2040,オザグレルナトリウム,４０ｍｇ１ｍＬ１筒,局,,,オザグレルＮａ点滴静注４０ｍｇシリンジ「ＮＩＧ」,日医工岐阜工場,後発品,,,744,,
注射薬,3999411G3047,オザグレルナトリウム,８０ｍｇ２ｍＬ１筒,局,,,オザグレルＮａ点滴静注８０ｍｇシリンジ「ＮＩＧ」,日医工岐阜工場,後発品,,,1494,,
注射薬,3999411G4035,オザグレルナトリウム,８０ｍｇ４ｍＬ１筒,局,,,オザグレルＮａ注射液８０ｍｇシリンジ「サワイ」,沢井製薬,後発品,,,1494,,
注射薬,3999411G4043,オザグレルナトリウム,８０ｍｇ４ｍＬ１筒,局,,,オザグレルＮａ注８０ｍｇシリンジ「ＩＰ」,ネオクリティケア製薬,後発品,,,911,R9.3.31まで,
注射薬,3999411G4051,オザグレルナトリウム,８０ｍｇ４ｍＬ１筒,局,,,オザグレルＮａ注８０ｍｇシリンジ「トーワ」,東和薬品,後発品,,,572,,
注射薬,3999411G5066,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザグレルＮａ点滴静注８０ｍｇバッグ「タカタ」,高田製薬,後発品,,,858,,
注射薬,3999411G5074,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザグレルＮａ点滴静注８０ｍｇバッグ「テルモ」,テルモ,後発品,,,881,R9.3.31まで,
注射薬,3999411G6020,オザグレルナトリウム,２０ｍｇ１ｍＬ１筒,局,,,オザグレルＮａ注射液２０ｍｇシリンジ「サワイ」,沢井製薬,後発品,,,515,,
注射薬,3999411G7026,オザグレルナトリウム,４０ｍｇ２ｍＬ１筒,局,,,オザグレルＮａ注射液４０ｍｇシリンジ「サワイ」,沢井製薬,後発品,,,953,,
注射薬,3999411G8022,オザグレルナトリウム,８０ｍｇ１００ｍＬ１袋,局,,,オザグレルＮａ点滴静注８０ｍｇ／１００ｍＬバッグ「ＩＰ」,ネオクリティケア製薬,後発品,,,863,R9.3.31まで,
注射薬,3999411H1031,オザグレルナトリウム,８０ｍｇ４ｍＬ１瓶,局,,,オザグレルＮａ点滴静注８０ｍｇ「タカタ」,高田製薬,後発品,,,647,,
注射薬,3999411H3026,オザグレルナトリウム,４０ｍｇ５ｍＬ１管,局,,,カタクロット注射液４０ｍｇ,丸石製薬,,先発品,,644,,
注射薬,3999411H7030,オザグレルナトリウム,２０ｍｇ１ｍＬ１瓶,局,,,オザグレルＮａ点滴静注２０ｍｇ「タカタ」,高田製薬,後発品,,,320,,
注射薬,3999411H8036,オザグレルナトリウム,４０ｍｇ２ｍＬ１瓶,局,,,オザグレルＮａ点滴静注４０ｍｇ「タカタ」,高田製薬,後発品,,,529,,
注射薬,3999412A7028,エポエチンアルファ（遺伝子組換え）,７５０国際単位０．５ｍＬ１管,,,,エスポー注射液７５０,協和キリン,,先発品,,343,,
注射薬,3999412G7020,エポエチンアルファ（遺伝子組換え）,２４，０００国際単位０．５ｍＬ１筒,,,,エスポー皮下用２４０００シリンジ,協和キリン,,先発品,,10898,,
注射薬,3999413G1035,エポエチンベータ（遺伝子組換え）,７５０国際単位０．５ｍＬ１筒,,,,エポジン注シリンジ７５０,中外製薬,,先発品,,288,,
注射薬,3999413G2031,エポエチンベータ（遺伝子組換え）,１，５００国際単位０．５ｍＬ１筒,,,,エポジン注シリンジ１５００,中外製薬,,先発品,,455,,
注射薬,3999413G3038,エポエチンベータ（遺伝子組換え）,３，０００国際単位０．５ｍＬ１筒,,,,エポジン注シリンジ３０００,中外製薬,,先発品,,817,,
注射薬,3999413G7025,エポエチンベータ（遺伝子組換え）,２４，０００国際単位０．５ｍＬ１筒,,,,エポジン皮下注シリンジ２４０００,中外製薬,,先発品,,12031,,
注射薬,3999415A2100,チオクト酸,０．５％５ｍＬ１管,,,,チオクト酸注２５ｍｇ「日新」,日新製薬（山形）,,,,63,,
注射薬,3999416A1028,タクロリムス水和物,５ｍｇ１ｍＬ１管,,,,プログラフ注射液５ｍｇ,アステラス製薬,,先発品,,2672,,
注射薬,3999416A2024,タクロリムス水和物,２ｍｇ０．４ｍＬ１管,,,,プログラフ注射液２ｍｇ,アステラス製薬,,先発品,,1410,,
注射薬,3999417D1037,グスペリムス塩酸塩,１００ｍｇ１瓶,,,,スパニジン点滴静注用１００ｍｇ,日本化薬,,先発品,,43225,,
注射薬,3999418D1040,パミドロン酸二ナトリウム水和物,１５ｍｇ１瓶,,,,パミドロン酸二Ｎａ点滴静注用１５ｍｇ「サワイ」,沢井製薬,後発品,,,3034,,
注射薬,3999418D2046,パミドロン酸二ナトリウム水和物,３０ｍｇ１瓶,,,,パミドロン酸二Ｎａ点滴静注用３０ｍｇ「サワイ」,沢井製薬,後発品,,,5608,,
注射薬,3999419G1024,アレンドロン酸ナトリウム水和物,９００μｇ１００ｍＬ１袋,,,,ボナロン点滴静注バッグ９００μｇ,帝人ファーマ,,先発品,○,2955,,
注射薬,3999419G1040,アレンドロン酸ナトリウム水和物,９００μｇ１００ｍＬ１袋,,,,アレンドロン酸点滴静注バッグ９００μｇ「ＨＫ」,光製薬,後発品,,,1182,,
注射薬,3999421A1037,Ｌ－アルギニン塩酸塩,１０％２００ｍＬ１袋,,,,アルギＵ点滴静注２０ｇ,陽進堂ホールディングス,,先発品,,3039,,
注射薬,3999422D1020,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,注射用エラスポール１００,丸石製薬,,先発品,○,2938,,
注射薬,3999422D1054,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,シベレスタットＮａ点滴静注用１００ｍｇ「ニプロ」,ニプロ,後発品,,,1314,,
注射薬,3999423A1044,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾメタ点滴静注４ｍｇ／５ｍＬ,ノバルティス　ファーマ,,先発品,○,7096,,
注射薬,3999423A1052,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「Ｆ」,富士製薬工業,後発品,,,5651,R9.3.31まで,
注射薬,3999423A1060,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「ＮＫ」,高田製薬,後発品,,,5683,,
注射薬,3999423A1087,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「サンド」,サンド,後発品,,,4481,,
注射薬,3999423A1109,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「ニプロ」,ニプロ,後発品,,,5905,,
注射薬,3999423A1168,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「ＮＩＧ」,日医工岐阜工場,後発品,,,5813,,
注射薬,3999423A2024,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１瓶,,,,ゾメタ点滴静注４ｍｇ／１００ｍＬ,ノバルティス　ファーマ,,先発品,○,9442,,
注射薬,3999423A3020,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「ＮＫ」,高田製薬,後発品,,,6294,,
注射薬,3999423A3047,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「トーワ」,東和薬品,後発品,,,6795,,
注射薬,3999423A3063,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「ニプロ」,ニプロ,後発品,,,6051,,
注射薬,3999423A3110,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「ＫＣＣ」,ネオクリティケア製薬,後発品,,,5367,R9.3.31まで,
注射薬,3999423A3128,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「日医工Ｐ」,日医工ファーマ,後発品,,,6320,,
注射薬,3999423A5023,ゾレドロン酸水和物,５ｍｇ１００ｍＬ１袋,,,,リクラスト点滴静注液５ｍｇ,旭化成セラピューティクス,,先発品,,32028,,
注射薬,3999424D1029,エタネルセプト（遺伝子組換え）,２５ｍｇ１瓶,,,,エンブレル皮下注用２５ｍｇ,ファイザー,,先発品,○,12337,,
注射薬,3999424D2025,エタネルセプト（遺伝子組換え）,１０ｍｇ１瓶,,,,エンブレル皮下注用１０ｍｇ,ファイザー,,先発品,○,4485,,
注射薬,3999424G1025,エタネルセプト（遺伝子組換え）,２５ｍｇ０．５ｍＬ１筒,,,,エンブレル皮下注２５ｍｇシリンジ０．５ｍＬ,ファイザー,,先発品,○,8396,,
注射薬,3999424G2021,エタネルセプト（遺伝子組換え）,５０ｍｇ１ｍＬ１筒,,,,エンブレル皮下注５０ｍｇシリンジ１．０ｍＬ,ファイザー,,先発品,○,17524,,
注射薬,3999424G3028,エタネルセプト（遺伝子組換え）,５０ｍｇ１ｍＬ１キット,,,,エンブレル皮下注５０ｍｇペン１．０ｍＬ,ファイザー,,先発品,○,14591,,
注射薬,3999424G4024,エタネルセプト（遺伝子組換え）,２５ｍｇ０．５ｍＬ１キット,,,,エンブレル皮下注２５ｍｇペン０．５ｍＬ,ファイザー,,先発品,○,7592,,
注射薬,3999424G5020,エタネルセプト（遺伝子組換え）,２５ｍｇ０．５ｍＬ１カセット,,,,エンブレル皮下注２５ｍｇクリックワイズ用０．５ｍＬ,ファイザー,,先発品,,8880,,
注射薬,3999424G6027,エタネルセプト（遺伝子組換え）,５０ｍｇ１ｍＬ１カセット,,,,エンブレル皮下注５０ｍｇクリックワイズ用１．０ｍＬ,ファイザー,,先発品,,16429,,
注射薬,3999425S5028,ダルベポエチンアルファ（遺伝子組換え）,１０μｇ０．５ｍＬ１筒,,,,ネスプ注射液１０μｇプラシリンジ,協和キリン,,先発品,○,841,,
注射薬,3999425S5036,ダルベポエチンアルファ（遺伝子組換え）,１０μｇ０．５ｍＬ１筒,,,,ダルベポエチン　アルファ注１０μｇシリンジ「ＫＫＦ」,協和キリンフロンティア,後発品,,,720,,
注射薬,3999425S6024,ダルベポエチンアルファ（遺伝子組換え）,１５μｇ０．５ｍＬ１筒,,,,ネスプ注射液１５μｇプラシリンジ,協和キリン,,先発品,○,1810,,
注射薬,3999425S6032,ダルベポエチンアルファ（遺伝子組換え）,１５μｇ０．５ｍＬ１筒,,,,ダルベポエチン　アルファ注１５μｇシリンジ「ＫＫＦ」,協和キリンフロンティア,後発品,,,992,,
注射薬,3999425S7020,ダルベポエチンアルファ（遺伝子組換え）,２０μｇ０．５ｍＬ１筒,,,,ネスプ注射液２０μｇプラシリンジ,協和キリン,,先発品,○,1955,,
